,fetal_skin_n,fetal_skin_p,fetal_skin_l,organoid_n,organoid_p,organoid_l
17081,ORC3,1.6548809890330863e-194,-0.48855558,HIST1H1A,1.019532618700702e-229,-1.0120807
17082,CCDC125,1.6881309451624242e-194,-1.1866955,PGA3,1.3253889959161131e-229,-3.603769
17083,DGKI,2.066760633892738e-194,-2.4273622,SLC6A9,9.794801710384677e-230,-1.2601764
17084,SEPT10,1.0239448659046779e-194,-0.3060521,HADH,8.26015561813329e-230,-0.35766482
17085,ACSF2,1.0707751573530298e-194,-0.5934504,SEMA3B,7.251950615104063e-230,-0.79681957
17086,SH3PXD2B,9.436223571221094e-195,-0.5579245,PSEN2,5.8187169857717645e-230,-1.142487
17087,NCOA2,6.734620785905776e-195,-0.4844833,CPXM2,6.000690545297022e-230,-0.749055
17088,HSPA9,4.782959184266008e-195,-0.26013267,HIST1H4I,7.328534274831551e-230,-3.5629718
17089,SREBF1,4.70399585542904e-195,-0.5596329,PNPLA8,5.797959262530441e-230,-0.3755907
17090,CDK12,1.6602331938098618e-195,-0.37087128,YAF2,4.6816342133481e-230,-0.49110946
17091,MAPK6,1.1457057164160518e-195,-0.42430735,ADRA2B,4.240321327735743e-230,-2.65912
17092,TGM1,1.926770258381999e-195,-2.896426,COLEC11,3.638371766536e-230,-2.5138776
17093,GLS2,1.6863820454285087e-195,-3.3442643,TIFAB,3.272098410295739e-230,-7.2500763
17094,MACROD2,9.233669039193948e-196,-0.7972084,RNF145,1.4131100178134107e-230,-0.41129375
17095,OTX2,1.7931333776502287e-195,-6.3442283,PKNOX2,7.789358449097575e-231,-1.2641119
17096,MYSM1,6.923215812481846e-196,-0.5214997,PATL2,9.2925162021093e-231,-2.8099036
17097,SPSB1,4.1797339902581534e-196,-1.0097216,LINC00539,1.1401793820128938e-230,-5.357385
17098,STX2,3.5784328360278523e-196,-0.5575327,LIFR,4.780879783754523e-231,-0.48727107
17099,MRTO4,3.4355203796381613e-196,-0.40871686,C5orf51,4.005280280105788e-231,-0.5410659
17100,DCLRE1C,3.506345423427619e-196,-0.62332165,ABCD1,1.6342827357515635e-231,-1.079351
17101,C1S,2.8165829070521657e-196,-0.39906478,PHYHIP,1.4626598884790525e-231,-1.8445821
17102,ZNF436-AS1,3.068163285830046e-196,-1.2884458,MEG9,1.329397496880603e-231,-3.1794646
17103,TP53TG1,1.8110982768974485e-196,-0.3919014,ARHGEF18,1.0142237854851755e-231,-3.7200398
17104,PPFIA2,2.23420635147416e-196,-1.6242949,TAOK3,6.3469998554364616e-232,-0.39587978
17105,ZNF7,1.3480464041964233e-196,-0.5296455,ADGRG5,4.626657552277157e-232,-3.4664764
17106,STARD4,1.009502309338866e-196,-0.58313704,ISOC1,3.5900827246102615e-232,-0.45904467
17107,ADGRV1,1.0561614518949141e-196,-0.6184824,LRG1,3.1954294821346884e-232,-2.395754
17108,VSIG10,8.717457589171241e-197,-0.815462,WDR45,2.4863159279095495e-232,-0.4007662
17109,PPM1A,5.001595498357521e-197,-0.45661542,ASMTL,1.9412024927294487e-232,-0.46176493
17110,DNAAF5,4.104111454156656e-197,-0.7781375,BCL2L13,1.8059706295000108e-232,-0.6502836
17111,SLC12A2,2.06583570454714e-197,-0.58605516,CPT1A,1.760025249887423e-232,-0.7717842
17112,MED31,1.2661433739398988e-197,-0.4110372,RUVBL2,8.904895378613654e-233,-0.36196288
17113,C8orf44,7.294374335820144e-198,-1.071067,CCL21,1.284189372961215e-232,-7.436743
17114,STXBP5,2.5127586974930815e-198,-0.81172234,PLEKHM1,6.260347528754603e-233,-0.85319024
17115,PPP1R16A,2.412926537541556e-198,-0.6420196,NLRC3,2.473887904105837e-233,-2.9694407
17116,CADPS,2.488137584993969e-198,-1.1809998,LINC00174,3.367731171773705e-233,-22.487719
17117,KRT32,3.967465378778435e-198,-8.033273,ENC1,1.7873870964664249e-233,-0.6096255
17118,NFE2L3,1.7678030002247923e-198,-1.5356791,PCDHGA6,1.7727104602999326e-233,-2.7694914
17119,DNAJC30,1.362596131561293e-198,-0.5110965,IQGAP3,4.1904926854742614e-234,-1.66997
17120,RRAGD,1.0293890793578552e-198,-0.6805334,ASTN1,1.9948473666687617e-234,-2.305932
17121,PRSS22,1.7032775344984735e-198,-3.1698022,EOMES,3.012257983767114e-234,-5.3627105
17122,TRAPPC12,8.061227773056903e-199,-0.4744429,FAM72B,1.80913879054114e-234,-3.1306164
17123,EIF4ENIF1,7.637699100846141e-199,-0.72061557,SERPINF1,1.2360945606896868e-234,-0.28867927
17124,RAB3GAP2,5.099401737556465e-199,-0.4621309,SCN1B,3.822875693101966e-235,-1.6711597
17125,STOML2,4.380124533921699e-199,-0.23722312,LIN52,2.4319326628980318e-235,-0.8200012
17126,ZNF274,4.0303455888228374e-199,-0.6898653,MNS1,1.5179315936412648e-235,-0.6126102
17127,ZBTB14,3.4881900734591603e-199,-0.8584049,TPCN2,1.1604397594845007e-235,-0.97852105
17128,DLL1,2.7776345468651253e-199,-0.918885,GTSF1,1.4556347608026975e-235,-6.4311776
17129,CASZ1,2.6118103848204344e-199,-0.8040021,ZNF862,7.431630100539605e-236,-1.1494874
17130,BSPRY,3.939937152781189e-199,-3.065169,NLRC4,8.045604783752232e-236,-4.077462
17131,CAMK1D,1.9655019420649543e-199,-0.53627414,GCSAML,6.699185428924312e-236,-10.308149
17132,MSANTD4,1.3600896858410407e-199,-0.5966812,MED20,1.4062124258873562e-236,-0.8458588
17133,FAM210A,1.0941355833864715e-199,-0.4516687,PNKD,1.4356015756559534e-236,-0.29178792
17134,ATP8B1,1.2457883872366153e-199,-1.4405334,CENPN,5.081784922710106e-237,-0.66628754
17135,CNIH4,6.529600476847751e-200,-0.29697445,CNOT3,3.16463266895763e-237,-0.5208276
17136,LPAR3,8.937527633306598e-200,-3.1615007,ZNF627,2.3462137441457637e-237,-0.811144
17137,LNX2,5.0423853468883756e-200,-1.0545641,ARSB,1.3782347731903614e-237,-0.915357
17138,RERE,3.1713881198567216e-200,-0.3733684,C5orf17,1.9576234720764413e-237,-9.08586
17139,ZNF26,3.1962165991292843e-200,-0.699087,ARL4D,7.237795286129034e-238,-0.44622335
17140,HIVEP2,2.7523313045927795e-200,-0.77670777,CDH15,6.108132916107094e-238,-1.2840108
17141,RAB11FIP3,2.726130687730104e-200,-1.387227,MRVI1,4.465082162771613e-238,-1.3545719
17142,FBXL6,2.3851947409360542e-200,-1.1785325,ZSWIM6,4.6182342732526916e-238,-0.6553295
17143,FAM98C,1.950582731858489e-200,-0.48912907,PDCD4-AS1,1.9795323224751787e-238,-0.96707886
17144,DYNC1I2,1.5724503982097715e-200,-0.2499932,DOCK4,6.158929368784032e-239,-0.9666876
17145,SSR4,1.545799487000873e-200,-0.16758764,PPP1CC,3.399860807633607e-239,-0.26076916
17146,XDH,3.689729734952795e-200,-6.6702814,TMEM215,2.438299450981311e-239,-2.4804254
17147,DDX55,1.5429152114123782e-200,-0.55545753,NADSYN1,1.990322367290362e-239,-0.7209843
17148,KLK11,1.6089656189527269e-200,-4.4542627,ARIH2,2.164391232130236e-239,-0.43160993
17149,ZCCHC2,2.690540421495377e-201,-0.7597902,PITPNC1,1.115007323615613e-239,-0.7447103
17150,MBNL2,2.2634434035172147e-201,-0.3535742,LIPE-AS1,8.815294375318763e-240,-1.14583
17151,TMEM159,2.270355482190045e-201,-0.4561814,DDX11,7.986888128699254e-240,-0.82039475
17152,LRCH2,2.244069394943058e-201,-0.83205956,AC025171.1,1.236097985979478e-239,-22.639063
17153,MRPS18B,1.7523817474822526e-201,-0.31110433,EXOC6,6.160337937471736e-240,-0.8391514
17154,TMEM59,6.312653971896203e-202,-0.18579753,ZFPM2,4.94849631941829e-240,-1.6360314
17155,FKBP1B,5.577804515655332e-202,-1.0106863,STXBP6,4.778686940873735e-240,-0.61735797
17156,MEX3B,3.9856462400000936e-202,-0.48168477,GUSB,4.779480271170708e-240,-0.39489743
17157,OXSM,2.248408815622691e-202,-0.7819458,NPSR1,7.317286360278364e-240,-6.7650766
17158,EPB41L4B,1.394346648061681e-202,-1.5766474,SUMO3,2.474138847594779e-240,-0.27870563
17159,RDX,8.530697502680484e-203,-0.27016726,AC108142.1,2.7099310838868883e-240,-22.435442
17160,IGF2BP3,5.391816506084167e-203,-0.42925867,ETV3,1.415875955536037e-240,-0.61662114
17161,TRDN,1.087569343674356e-202,-3.3101373,SPIB,1.1501575496170291e-240,-2.2897725
17162,LINC00649,5.513972029373509e-203,-1.1562918,NOC4L,9.156529903846883e-241,-0.5851995
17163,BIRC6,4.0856339542918226e-203,-0.35299915,FAM220A,5.341124817698729e-241,-0.7248782
17164,PGAM5,2.8058707948901614e-203,-1.1399269,MS4A14,8.595939313631842e-241,-7.8234806
17165,CDKL5,2.2747868517103428e-203,-0.6424825,ARMT1,4.655377537555795e-241,-0.54757094
17166,RAB11FIP5,1.8362794505597753e-203,-1.0427803,PLAGL1,3.643266784189681e-241,-0.3582156
17167,DUSP7,1.371364482219837e-203,-0.7940817,ASNA1,2.9620953840736527e-241,-0.32626942
17168,CNOT11,9.914330356430209e-204,-0.64304143,DUSP23,2.3649910230175233e-241,-0.51164114
17169,ARL10,9.758491548643016e-204,-0.70435315,ST6GALNAC4,1.684728972510378e-241,-0.6225667
17170,MYEF2,9.337858435873404e-204,-0.7232869,MIR3142HG,4.105650566412985e-242,-3.3217745
17171,COL24A1,6.793643864159194e-204,-0.6428031,RFX5,2.269300502474956e-242,-0.8286728
17172,FAM120A,4.010215377013331e-204,-0.4059706,GATA6,8.638521204250635e-243,-3.6395824
17173,NCAM1,1.4909516752099279e-204,-0.42946482,MPZL3,4.3748535435041666e-243,-1.5499547
17174,CCDC6,1.3039710580455907e-204,-0.41763338,DMXL2,4.374982724138315e-243,-0.63524705
17175,ADO,8.728753125992462e-205,-0.8388508,CCDC167,3.182889035929793e-243,-0.3645969
17176,PARP11,6.858296510515738e-205,-0.84426504,ETNK1,2.8089375502068496e-243,-0.41681567
17177,ZNF197,6.087691983434383e-205,-0.7212939,CDK5RAP3,1.7089213619408848e-243,-0.35406634
17178,CYP3A5,7.671227452797071e-205,-1.6322422,PTPRB,1.7114284079071127e-243,-3.0030603
17179,EXOC3,5.030253876576142e-205,-0.53151995,CALCR,1.8557490042979253e-243,-5.645174
17180,RAP2A,3.667180284953469e-205,-0.49716637,RAB6A,1.1036351569775936e-243,-0.3169022
17181,RNF39,5.793436327038456e-205,-2.5480502,RIC1,8.996893421317207e-244,-0.5612494
17182,CACNA1G,3.5495780872571896e-205,-0.64314675,ARL8B,8.679816222103452e-244,-0.41055325
17183,TMEM8B,2.7163661213917726e-205,-0.64293534,MRGPRF,8.041185459512568e-244,-0.4780388
17184,COQ5,2.2343242819358344e-205,-0.4119794,HIST1H2BM,8.461457609282641e-244,-4.914935
17185,RNF6,5.110753548891463e-206,-0.5446793,POMGNT2,4.961513212535984e-244,-0.6438211
17186,PDZD2,5.52291698091719e-206,-0.7756468,C17orf99,4.979409012778592e-244,-3.5316758
17187,DDX19B,2.976957879385169e-206,-0.6183111,MSTN,4.2474026707337136e-244,-2.3505335
17188,FUT8,2.345344032758151e-206,-0.53233725,MMP14,3.889662956756889e-244,-0.31611422
17189,LRIG2,2.2879666531480532e-206,-0.6334488,POU2AF1,2.5762756917665122e-244,-4.6800046
17190,KCNAB3,1.7082823489598938e-206,-0.9218245,RBBP4,1.62492701502112e-244,-0.27230832
17191,NIFK-AS1,1.5236881797939827e-206,-0.68322444,AMT,1.0867617239635116e-244,-1.2933441
17192,DKC1,1.0971182110942748e-206,-0.39608285,ARL4A,4.677583034508262e-245,-0.38930875
17193,TSPYL4,6.347540869155264e-207,-0.52947813,NDC80,4.481957780336535e-245,-0.92850006
17194,CELSR1,9.255556576479525e-207,-2.105597,RAB3A,3.3165742091058697e-245,-0.6968747
17195,HAUS6,3.0867692825263317e-207,-0.61948717,CXorf36,3.712374611593063e-245,-3.2538757
17196,PYCR2,2.2839944961245053e-207,-0.5648414,PTENP1-AS,4.236860466642356e-245,-22.55628
17197,ASTN2,8.517829363154153e-208,-0.8915179,DAP3,1.8503743373536184e-245,-0.34075686
17198,WDR82,5.764787225598109e-208,-0.39356124,XRCC6,1.5789424726442062e-245,-0.23593664
17199,NOL7,4.2961163455160205e-208,-0.24323764,ACRBP,1.2612004234205314e-245,-2.208542
17200,SLC16A7,4.571896014466725e-208,-0.546014,HKR1,1.2013948040655044e-245,-0.7363859
17201,IGIP,4.375832904070778e-208,-1.7090502,UBE2E2,1.291516057676871e-245,-0.40923777
17202,DZIP3,3.12363478069586e-208,-0.55190206,AKR1C1,9.009288284974487e-246,-1.2913281
17203,CCDC61,2.1234356927896373e-208,-1.2007194,ZMIZ2,5.170552416654272e-246,-0.8376721
17204,LAMA5,1.2437504121103741e-208,-0.9393479,PTPRO,1.2962578963806237e-246,-1.99198
17205,NEBL,1.156641759213506e-208,-0.94099545,AC010894.3,1.7998869097770285e-246,-4.258648
17206,CCPG1,9.326464184948629e-209,-0.39294127,GTSE1,1.2850265985962303e-246,-0.9500252
17207,ZNF587,7.753545287423442e-209,-0.8484415,NOP16,1.0263276110688686e-246,-0.58941305
17208,KISS1R,9.957695941722643e-209,-3.4601452,ATXN10,9.828627925745614e-247,-0.2665449
17209,FOXN3,2.0042515666600406e-209,-0.34142894,MATR3-1,2.3935614296381593e-247,-0.68685263
17210,CDR2,1.4206561181364596e-209,-0.7353299,MTA2,1.57523640094745e-247,-0.793886
17211,PTPN12,9.38380572496973e-210,-0.400683,EMX2OS,1.0989188867160478e-247,-0.4894426
17212,PUS3,8.861385844768105e-210,-0.639349,IRF2,9.835938611339531e-248,-0.46574536
17213,PARD6A,5.2650950901316034e-210,-1.3770784,PPIH,9.59572548756498e-248,-0.37089536
17214,ELMO3,4.8874181955584164e-210,-1.8405695,SVOPL,1.039495892126291e-247,-3.946721
17215,ZNF512B,2.697355301214358e-210,-0.7254439,CENPO,4.0349128605757336e-248,-1.1642073
17216,LRTM1,4.409329671097056e-210,-2.8373609,CYP2S1,3.601909977027048e-248,-1.7934021
17217,NRG4,1.3097344175228215e-210,-3.2570984,SLC25A43,3.4592795808044922e-248,-0.7492506
17218,TMEM117,5.792644109541144e-211,-0.7586681,SMTN,3.0287605472527416e-248,-0.47286007
17219,CYP2U1,4.852971772679704e-211,-1.044275,ERAP1,2.366736138015898e-248,-0.7584525
17220,BABAM1,3.7122865942930887e-211,-0.35174885,LPCAT1,2.25744912350276e-248,-0.573506
17221,ZBTB4,1.049213464650202e-211,-0.596424,ALG1,5.345547810166832e-249,-0.78135943
17222,EPN3,1.4397687400551446e-211,-3.6663818,TFF3,3.851778206859862e-249,-3.3217359
17223,SLC7A1,6.824241782691605e-212,-0.88731194,MED24,1.951425314995017e-249,-0.60247356
17224,RAPGEFL1,5.426976499158684e-212,-1.4545288,MED17,1.0226694110268643e-249,-0.5695004
17225,MED13L,3.0360338658923495e-212,-0.36775696,TNFRSF10D,3.475628522263377e-250,-0.74387723
17226,IPO7,2.851808923002972e-212,-0.35987145,IGLC3,5.110251667417418e-250,-11.384991
17227,CAPNS1,2.383017419546166e-212,-0.30268615,BCAS1,3.0419161104554814e-250,-2.7415454
17228,SLTM,1.9770345578378568e-212,-0.2859499,TMEM26,1.2922076604917038e-250,-1.0493498
17229,TSGA10,2.0795711897967765e-212,-0.8985374,ARHGEF3,3.1861748955650887e-251,-0.7683978
17230,PPP2R5A,1.628523027652813e-212,-0.56669366,OSCAR,1.8327702569195488e-251,-1.7756116
17231,TRMT13,1.1871288185090129e-212,-0.57167333,FHOD1,1.5299136042041488e-251,-0.86963767
17232,NDUFA5,1.0441370890494399e-212,-0.2483597,HOXB8,1.496215627441158e-251,-4.267905
17233,SPEG,8.888331705178134e-213,-0.8917209,CCR2,1.7251236517438306e-251,-6.5275884
17234,PSMD14,6.287640337717637e-213,-0.32546765,AC083843.1,1.4833553464456389e-251,-4.670024
17235,MAFB,4.2587278468394274e-213,-0.3742259,CCDC144A,5.615255550202763e-252,-1.3319631
17236,HNRNPM,2.286464550002828e-213,-0.2282438,PLEKHG1,2.3602467735204635e-252,-0.683556
17237,TMEM186,2.711892439991441e-213,-0.748966,CARD6,1.83316927696454e-252,-2.5261753
17238,CCDC30,1.973047887806796e-213,-1.1173974,TMUB1,9.820778881454412e-253,-0.46462557
17239,TMEM45B,2.393121256875232e-213,-3.5839012,GOLT1B,5.2623862633424517e-253,-0.4214502
17240,ZSCAN18,5.895190703829315e-214,-0.39566746,CDCA8,3.840619555038258e-253,-1.0314331
17241,ABCF1,2.900574039538521e-214,-0.35440207,NIPA2,1.6968924359779555e-253,-0.4726677
17242,SDK2,3.309485123002814e-214,-1.0335846,SLFN11,7.98641815585765e-254,-0.97696674
17243,KCNJ12,3.001321694837798e-214,-2.2537417,PIK3CD-AS2,6.483597742081127e-254,-0.8944717
17244,MLEC,1.5499169016879935e-214,-0.27449527,CDK10,5.7852196346501424e-254,-0.5490959
17245,AQP3,1.8920873483686058e-214,-0.7745644,FAM129A,4.483908296036383e-254,-0.7308641
17246,FIP1L1,1.1771838439426728e-214,-0.3291501,TRAV8-2,4.3063436190661395e-254,-9.066773
17247,THOC2,1.104591884415108e-214,-0.29133695,MAD2L1,1.4853923625855367e-254,-0.61663085
17248,BRWD3,9.863150797000948e-215,-0.5916835,KRT86,1.6260053797122531e-254,-4.312764
17249,IFI27L1,9.759998463948411e-215,-0.4871642,SERPIND1,1.1382388310883198e-254,-3.285302
17250,ENDOV,4.973277288241477e-215,-0.4637896,MFSD10,6.748193615217618e-255,-0.3737501
17251,EMC6,3.5031132490205947e-215,-0.3073332,HIST1H3A,5.032694867912126e-255,-2.5794098
17252,SHH,6.846836440965779e-215,-3.3362164,CDIPT,3.131810339542062e-255,-0.39824593
17253,ZNF83,1.533597890351886e-215,-0.48684826,MGRN1,1.3266909182609975e-255,-0.51214474
17254,TTL,1.695202058134837e-215,-0.7485108,MRPS21,1.2154383920801931e-255,-0.22446346
17255,NIPAL3,1.6909533059316702e-215,-0.85148335,APOBEC3C,2.929374312820378e-256,-0.68747354
17256,SUCLA2,1.2882438562349615e-215,-0.36453322,ABCA10,1.5831757304725468e-256,-1.4354427
17257,CKMT1B,2.9717710131169864e-215,-5.2295957,AP000439.1,2.8395732635490407e-256,-7.7928205
17258,TBC1D15,7.428877866411533e-216,-0.44283852,IGHD,1.408593368596874e-256,-23.286724
17259,SLC27A5,6.633201453331444e-216,-0.6464758,POLR3C,7.531234189878445e-257,-0.65859014
17260,RBM6,4.564777537205772e-216,-0.34700638,PYROXD2,6.285534576307594e-257,-1.0011595
17261,KAT6A,3.336443506677848e-216,-0.431615,MEFV,1.0586721423545123e-256,-6.1654773
17262,LIPG,5.817343174789092e-216,-2.4562073,SNAP23,1.0716407884233926e-257,-0.39717576
17263,ETNK2,2.4050614673764414e-216,-0.86795664,HYOU1,6.984591480408337e-258,-0.61773765
17264,USP9X,1.585445194784736e-216,-0.3995996,DAPK1,6.816999045419439e-258,-0.6771177
17265,ZNF106,1.3885293831981578e-216,-0.32275635,MS4A3,9.676802733832929e-258,-23.536055
17266,RSBN1L,9.956682034680411e-217,-0.3103367,GABARAPL2,4.520348270739232e-258,-0.23843452
17267,CDC14B,1.1484421154671288e-216,-0.76809096,C7,3.6363095140821164e-258,-2.161426
17268,HBS1L,6.426062226296285e-217,-0.4025293,TIGAR,2.826636456562638e-258,-0.894083
17269,TTF1,2.5529456372850333e-217,-0.5160115,NANS,8.517751913015017e-259,-0.34411067
17270,OPTN,2.0599966956250533e-217,-0.37756574,DCAF8,5.046152454460925e-259,-0.5482678
17271,SMIM20,1.1602181193103418e-217,-0.31790316,CCDC170,3.0916086632758707e-259,-1.357602
17272,NME7,6.796583922281526e-218,-0.46659043,TRGV5,2.4422977560507354e-259,-9.002971
17273,VPS54,6.632918165240102e-218,-0.72772604,IKBKG,7.506564870313206e-260,-0.71985394
17274,FRRS1,5.560389955920884e-218,-1.537875,TCF12,6.963399619370738e-260,-0.33293042
17275,RNF168,3.4944416170148156e-218,-0.49843243,EAF2,5.257857735440764e-260,-1.0092384
17276,BRSK2,4.169017717327715e-218,-2.1142771,C6orf136,2.6903849245494213e-260,-0.8227101
17277,SMC5,1.7916129876148434e-218,-0.37191233,RABEPK,2.8096724695982657e-260,-0.5009899
17278,SOX21-AS1,2.6831086019789417e-218,-3.7296717,RUSC1,1.7684080402819325e-260,-0.4924706
17279,PPAN,8.067256234883758e-219,-0.77420676,VSTM4,7.61015433447758e-261,-0.479812
17280,BICD1,3.249976654048587e-219,-0.6861536,ITM2C,6.755382211121363e-261,-0.24140519
17281,CTNNB1,1.5303947378357365e-219,-0.27732658,ARID3B,5.073898540283619e-261,-1.1086569
17282,HDAC3,1.1044082570850357e-219,-0.36234394,SLC39A8,4.907738277446376e-261,-0.7449657
17283,LONRF2,1.2322105707046339e-219,-2.2868037,SCGB3A1,2.377456498502153e-261,-1.9332305
17284,CDON,4.514335085448998e-220,-0.46610212,ZNF726,1.671222413277323e-261,-1.7120047
17285,ZADH2,3.705952321606243e-220,-0.59300953,MARC1,1.4712637283798269e-261,-1.630704
17286,WDR66,4.3858083068544465e-220,-1.8514482,GALM,1.2559598334240007e-261,-0.7392944
17287,ST6GAL2,3.2079133300625902e-220,-1.1486348,IFFO1,1.1579258887933404e-261,-0.8566401
17288,DHX9,1.4175586624854342e-220,-0.32511994,HIST1H2BF,8.151165586963329e-262,-2.3384345
17289,RRAGC,8.912184281694075e-221,-0.44251746,CR1L,8.977524875442884e-262,-8.851957
17290,TRIM66,6.588942033679417e-221,-1.6065196,ZNF568,3.5628016282301535e-262,-0.692079
17291,HDLBP,3.2923213769638296e-221,-0.23507519,PDPR,1.9930183373276275e-262,-0.67902607
17292,DYNLL2,3.6273881653142523e-221,-0.5240807,FKBP8,1.0424534860678929e-262,-0.2482299
17293,RPF2,1.7661876479508846e-221,-0.37483853,PARVA,7.448695136460452e-263,-0.4027572
17294,AC005523.2,2.9676818107163446e-221,-2.056984,PLB1,4.218200170366135e-263,-1.6664486
17295,PXMP2,1.2577860113702162e-221,-0.44819528,GALR2,2.1338895629322953e-263,-4.4557323
17296,SLC25A33,8.116605372557859e-222,-0.57261544,HERPUD2,1.2763781481361614e-263,-0.5269411
17297,CCDC51,8.758421630503667e-222,-0.7317139,EREG,1.619284189399528e-263,-3.1789634
17298,ZSCAN26,5.3677173402052105e-222,-0.6111993,RXRG,9.46623811752857e-264,-1.1447462
17299,OTUD5,4.281895265164076e-222,-0.5853034,NIPSNAP3B,7.3914570890498266e-264,-1.1939024
17300,FGFBP1,1.1268611273968572e-221,-5.041831,MUC12,5.9364811555386165e-264,-2.5182493
17301,CLHC1,4.8135519510737094e-222,-1.0470837,FAM110A,1.0809550194081811e-264,-0.848846
17302,MORC3,2.1898787914759926e-222,-0.40678468,IL15RA,4.524322033517096e-265,-2.757694
17303,KIF1BP,2.0181728563336864e-222,-0.5538144,MTHFD2,1.828721449966778e-265,-0.45992765
17304,ID3,7.087771923714651e-223,-0.29404622,MCRS1,1.6403721878397228e-265,-0.50635064
17305,NAP1L3,5.234164525813913e-223,-0.6161632,NDST2,1.5085891859133205e-265,-2.4578073
17306,ATP2B4,3.4463892962773596e-223,-0.40192413,COX10,9.850934562645183e-266,-0.8270578
17307,ACVR1,3.4437080031776612e-223,-0.6072552,ZBTB9,7.54625021827278e-266,-5.6848044
17308,SUGP2,2.2427250711730943e-223,-0.4593866,PPM1F,1.751040156249654e-266,-0.7779979
17309,FAM81B,2.680585563135686e-223,-4.5804515,PPARD,8.315108387316817e-267,-0.8342161
17310,RSL1D1,6.27251468902785e-224,-0.21420112,TPSD1,1.6309071460938107e-266,-10.535854
17311,FRZB,5.780375655919995e-224,-0.5303417,TP53I13,5.258214250375906e-267,-0.3571003
17312,DCAF12L2,7.978647673890497e-224,-1.8528061,RNF181,2.015452177387821e-267,-0.27675453
17313,GPS2,5.332433306347997e-224,-0.6793852,PCDHGA5,1.1416899821620364e-267,-3.2244735
17314,TFDP1,4.876285704493978e-224,-0.5070218,SPHKAP,1.0613985177424986e-267,-3.2511375
17315,ATPAF1,4.724500575688992e-224,-0.52856266,CNRIP1,8.675016756226824e-268,-0.4509243
17316,THOC1,4.0369662586477148e-224,-0.5316757,ATG3,5.773089986166448e-268,-0.37928715
17317,ARID1A,3.3452788019807653e-224,-0.35985163,ANKRD55,3.9651196950806707e-268,-5.1829834
17318,MYH15,5.470765641252817e-224,-2.9687595,MATR3,1.971422930487412e-268,-2.8801012
17319,HECTD4,2.4150292500101084e-224,-0.6247076,PTCH2,1.5826175080025743e-268,-0.69829565
17320,FAM193A,1.6763792497409798e-224,-0.62597036,SLC41A3,1.4187291609151083e-268,-0.5145774
17321,RNF19A,1.4258308245670225e-224,-0.3894057,TIMM13,6.55023903223614e-269,-0.23598194
17322,IL17RE,1.1777319554084487e-224,-0.8915346,TMEM236,5.696629783036171e-269,-3.380566
17323,SIAH1,1.0152091681239358e-224,-0.43903878,ANLN,4.05515467308699e-269,-0.97297555
17324,RANBP6,7.849781420386898e-225,-0.6808985,CLEC1A,9.20965289744173e-270,-2.2756643
17325,CACNA1D,7.693618212662209e-225,-1.3734101,SUFU,3.4745641243080268e-270,-0.7979194
17326,ZNF554,6.481331332944126e-225,-1.3909706,DBI,4.579736929538186e-270,-0.25093397
17327,LRCH3,4.442314578995733e-225,-0.5194944,URM1,7.673978685874942e-271,-0.37618145
17328,ACBD5,3.5315904153409155e-225,-0.5791448,ROGDI,7.011938673422471e-271,-0.6158189
17329,GK5,3.172521538139205e-225,-0.6547801,RASL12,4.845086134862069e-271,-1.034648
17330,F2RL1,3.326879061451996e-225,-1.8683983,ACAP1,2.3754340316762774e-271,-0.692052
17331,LMAN1,1.65537296912261e-225,-0.24836646,USB1,1.639790456638405e-271,-0.66145664
17332,SPATA7,1.8286088581845437e-225,-0.6127136,PQLC2L,1.0992635239887003e-271,-2.057503
17333,SYNGR1,3.498711584442029e-226,-0.37473467,MMP28,8.74697649568214e-272,-2.035813
17334,CLNS1A,1.795993883981574e-226,-0.241189,COMMD7,4.5778112428201635e-272,-0.38163623
17335,PSMB6,1.5108616595762498e-226,-0.21844195,ADAMTS7,1.2989084096155763e-272,-0.95121706
17336,ZNF839,1.2902642447110987e-226,-1.317574,PRKAB1,1.213053656223602e-272,-0.7998678
17337,SYNPO2,1.1392882158348799e-226,-0.8045464,MITF,8.590254873126237e-273,-0.68796116
17338,ELF5,2.189290269816987e-226,-3.9947717,TMEM214,4.206073512007668e-273,-0.525149
17339,SRSF4,6.747181973908214e-227,-0.26890087,BET1,3.527582498801143e-273,-0.38783365
17340,SIL1,3.757325029621738e-227,-0.37730557,TRGV10,4.697284404706602e-273,-23.338312
17341,ARID2,3.1492997535154916e-227,-0.4832108,SKIV2L,1.8350322444210586e-273,-0.8428341
17342,TRABD2B,1.6275753995940428e-227,-1.2227753,PANK4,1.5329569422214137e-273,-0.9062774
17343,LINC00960,1.1296839924646016e-227,-0.77143943,TUBA1B,1.4771068861691409e-273,-0.25390086
17344,GAMT,9.113603950437471e-228,-0.31577274,SLC26A6,1.2590046603378982e-273,-1.2224072
17345,MIR762HG,1.1420898177526157e-227,-1.0341135,PGAP3,1.2126194902048692e-273,-0.93354654
17346,CROT,7.983235546996583e-228,-0.66137964,HAUS7,1.1941458130091713e-273,-1.1479542
17347,HEY2,6.933887270439432e-228,-0.6218881,DLL4,9.284901223807772e-274,-2.598999
17348,BICD2,5.460843675821731e-228,-0.5421728,INSRR,1.091745145709445e-273,-4.4986367
17349,CCDC113,5.248139442813794e-228,-1.3867697,ALDH1A1,3.3258761605708523e-274,-1.2252647
